74,موٹروے ایم تھری m کے راستے میں ساہیانوالہ اور ڈپٹی والا کے مقام پر  انٹرچینج آتے ہیں۔ پہلا انٹرچینج ساہیانوالہ نامی قصبے کے لئے ہے جبکہ ڈپٹی والا کا انٹرچینج اسے ملت روڈ کے ذریعے ملت چوک کے مقام پر فیصل آباد سے نکلنے والے شیخوپورہ روڈ سے جا ملاتا ہے۔,Urdu
75,که يو ليکوال په خپل کتاب کې خپل يا پردي نوي جوړ کړي لغتونه راوړي دا يې خپل کار دى که د خلکو نه خوښېږي نو د دۀ کتاب به يې نه خوښېږي د بل چا يې څۀ؟,Pushto
76,minnesotas state parks are spread across the state in such a way that there is a state park within  miles  km of every minnesotan the most recent park created is lake vermilion state park created in  currently the parks range in size from franz jevne state park with  acres  ha to saint croix state park with  acres  ha two parks include resources listed as national natural landmarks big bog state recreation area and itasca state park and six parks encompass national historic landmarks charles a lindbergh fort snelling mille lacs kathio st croix soudan underground mine and split rock lighthouse state parks  sites or districts across  minnesota state parks are on the national register of historic places nrhp including  parks with developments constructed by new deal-era job creation programs in the s,English
77,производство мл- велось только на заводе №  в перми с  по  годы кроме выпуска буксируемых орудий было выпущено около  стволов мл-с для монтажа на самоходно-артиллерийских установках сау су- и ису- всего было построено  сау ису- и около  сау су- точное число варьирует в различных источниках преемником мл- стала -мм пушка-гаубица д- находившаяся в серийном производстве с  года данное орудие имело идентичную с мл- баллистику,Russian
78,استاد «سید متولی عبدالعال» از جمله قاریان بنام و مشهور کشور مصر می باشد که در دهه اخیر به اوج شهرت خویش دست یافت و این امر بواسطه تلاوتهای بسیار زیبای این استاد است که توام با نغمات حزین و صدای گرم و نوای هیجان برانگیز و ملکوتی وی می باشد,Persian
79,「mgr」という愛称で知られるm・g・ラーマチャンディランが、アンナードゥライの死後、ドラーヴィダ進歩党内で次第に勢力を増し、年にmgrはドラーヴィダ進歩党を去って全インド・アンナー・ドラーヴィダ進歩党を結成した。年にはmgrは州首相となり、年に歿するまで州首相職を務め続けた。mgrの死後、aiadmk党内ではmgrの妻であるr・ジャーナキとj・ジャヤラリターとの対立が激化し、両陣営の派閥に分裂した状態であったが、年に州議会選挙で党が敗北を喫したことを機に両派は歩み寄り、ジャヤラリターが代表として党を束ねることとなった。,Japanese
80,pessoas que eram contra os muckers passaram a ser assassinadas e os crimes foram atribuídos aos muckers em  de maio de  aconteceu a grande reunião na casa dos maurer com a presença estimada de  a  pessoas jacobina anunciou o fim do mundo e ordenou o extermínio de dezesseis famílias inimigas em  de junho aconteceu o massacre da família kassel o casal maurer teve mandado de prisão decretado em  de junho catorze casas de inimigos foram queimadas e dez pessoas foram mortas inclusive crianças,Portugese
81,मुन्दुम नेरियथुम साडी जो केवल एक पारंपरिक पोशाक केरल दक्षिण भारत में महिलाओं के शरीर के निचले हिस्से को कवर के प्राचीन रूप की सबसे पुराना अवशेष है। मुन्दु मूल पारंपरिक टुकड़ा है या कम परिधान साडी का प्राचीन रूप है जो मलयालम में के रूप में थुनि अर्थ कपड़े नेरियथुम रूपों जबकि ऊपरी परिधान मुन्दु चिह्नित।,Hindi
82,زیردریایی یو- به انگلیسی german submarine u- یک زیردریایی بود که طول آن ٫ متر  فوت  اینچ و ارتفاع آن ٫ متر  فوت  اینچ بود این زیردریایی در سال  ساخته شد,Persian
83,^ hwang sw et al direct activation of capsaicin receptors by products of lipoxygenases endogenous capsaicin-like substances proc natl acad sci usa,Korean
84,detta fortskred under första halvan av seklet under -talet fanns det planer på att skapa en fyrfilig väg rakt igenom stadskärnan i öst-västlig riktning från spyken till svanevägen det så kallade gatugenombrottet år  fattades beslut om att hus skulle rivas för att bygga en trafikled rakt genom lunds stadskärna opinionen svängde dock  då folkpartiet ändrade ställning i frågan och tillsammans med socialdemokraterna röstade man för att stoppa planerna därigenom undslapp lund samma öde som klarakvarteren i stockholm och carolikvarteren i malmö framför allt socialdemokraterna var aktiva för att stoppa gatugenombrottet och bland dem särskilt universitetslektorn agne gustafsson en del av husen hade dock redan rivits för att trafikleden skulle kunna komma fram bland annat den prunkande carlsson trädgård vid bankgatan där det numera finns en bussterminal samt vårfruskolans park detta område är ännu inte återplanterat eller på annat sätt återställt under -talet ändrades uppfattning i stort och besparingar gjordes varför områden som nöden delvis finns bevarade,Swedish
85,master di bidang manajemen kebijakan internasional dari graduate school of international political economy university of tsukuba japan  beasiswa joint japan-world bank scholarship program,Indonesian
86,nota est maxima species hoplodactylus delcourti uno ex specimine farto in cella musei massiliae in francogallia condito descripta et uno observatione confirmata in loco agresti anno  haec species  cm longa fuit endemica in nova zelandia ubi in vernaculis habitabat silvis probabiliter exstincta facta est cum multis harum insularum faunis saeculo undevicensimo exeunte cum novae species invadentes sicut ratti et mustelae in terram tempore colonizationis europaeae introductae essent minimum familiae membrum sphaerodactylus ariasae  mm tantum longa in parva insula ante litus reipublicae dominicanae anno  reperta est,Latin
